summary_nr,Event Date,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause
220949390,4/3/2017,"CAUGHT IN,FINGER,PRESS BRAKE,AMPUTATION,MACHINE GUARDING",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220944706,3/27/2017,"VACUUM VESSEL,AMPUTATED,WOOD SHAPER,LOCKOUT/TAGOUT,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220946040,3/21/2017,"CAUGHT IN,CYLINDER,FINGER,SILO,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220940639,3/16/2017,"PRESS,CRUSHING,ARM,MACHINE GUARDING,LOCKOUT/TAGOUT,ROLLER--MACH/PART,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",2,Arm,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220939565,3/13/2017,"SHORING,AMPUTATED,FINGER,TESTING LAB,TEST EQUIPMENT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220938260,3/6/2017,"PINNED,CAUGHT IN,FINGER,GUARD,AMPUTATION,LOCKOUT/TAGOUT,AIR PRESSURE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220938856,2/9/2017,"ARM,AMPUTATION,CAUGHT BETWEEN,AGRICULTURE MACHINERY/VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,2,Arm,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220932040,2/8/2017,"ROLLER--MACH/PART,FINGER,LOCKOUT/TAGOUT,HAND,FRACTURE,CAUGHT BETWEEN,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",12,Hand,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220931588,2/6/2017,"PAPER,ROLLER--MACH/PART,FINGER,PAPER MACHINE,AMPUTATION,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220934699,1/31/2017,"CAUGHT IN,LOCKOUT/TAGOUT,AMPUTATION,MAINTENANCE,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220924138,1/19/2017,"PULLEY,CAUGHT BY,MAINTENANCE,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220921142,1/11/2017,"CAUGHT IN,AMPUTATED,NIP POINT,LOCKOUT/TAGOUT,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220917504,1/9/2017,"CAUGHT BETWEEN,METAL SHOP,METAL BAR,MANUAL MAT HANDLING,FRACTURE,FINGER,EQUIPMENT OPERATOR",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220795959,8/12/2015,"PRESS,CAUGHT IN,STRUCK BY,MECHANICAL POWER PRESS,FINGER,DIE CUTTING PRESS,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220921159,1/3/2017,"CRUSHING,CAUGHT BETWEEN,STRUCK BY,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,6,Struck against,1,Pinch Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220959522,4/25/2017,"AMPUTATED,AMPUTATION,FINGER,PRESS BRAKE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220937247,3/3/2017,"ABRASION,SWITCHGEAR,CAUGHT BETWEEN,LOCKOUT/TAGOUT,HYDRAULIC PRESS,LACERATION,HAND,FRACTURE,FINGER,DIE CASTING MACHINE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220932727,2/11/2017,"STRUCK BY,AMPUTATED,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220929152,1/31/2017,"STRUCK BY,AMPUTATION,SAW,FINGER,LOCKOUT/TAGOUT,MACHINE GUARDING,UNGUARDED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220937080,1/26/2017,"CAUGHT BETWEEN,CONVEYOR,FINGER,CONVEYOR BELT",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,2
220826226,1/29/2016,"CAUGHT IN,ENTANGLED,MACHINE GUARDING,CAUGHT BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,2,Caught in or between,2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220935829,10/26/2016,"FALL,LADDER",A,Single family or duplex dwelling,2,2,A,"Under $50,000",C,Maintenance or repair,Fatal,18,Puncture,23,Femur,5,Fall (from elevation),2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220930580,2/7/2017,"CUTOUT SWITCH,FINGER,LOCKOUT/TAGOUT,MACHINE GUARDING",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,1,Struck-by,3,Shear Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220950778,3/25/2017,"AMPUTATED,BLADE,FINGER,AMPUTATION,HAND,CAUGHT BY",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,2,Caught in or between,3,Shear Point Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220938021,3/7/2017,"CAUGHT IN,START BUTTON,CAUGHT BETWEEN,LOCKOUT/TAGOUT,MACHINE GUARDING,AMPUTATION,HAND,FINGER,AMPUTATED,ROLLER--MACH/PART",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220931901,2/13/2017,"PUMP,FINGER,LOCKOUT/TAGOUT,AMPUTATION,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220922322,1/10/2017,"CAUGHT IN,CONSTRUCTION VEHICLE,LEG",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",16,Left Leg,2,Caught in or between,3,Shear Point Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220952386,4/24/2017,"STRUCK BY,TOW TRUCK,TOWED EQUIPMENT,TIE-OFF",0, ,0, ,0, ,0, ,Nonfatal,6,Head Trauma,13,Head,1,Struck-by,5,Flying Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220933378,2/17/2017,"STRUCK BY,LATHE,ABDOMEN,CONTUSION,HOIST,CYLINDER",0, ,0, ,0, ,0, ,Nonfatal,20,Fall/strike,3,Back,1,Struck-by,5,Flying Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220938930,3/7/2017,"STRUCK BY,LOCKOUT/TAGOUT,IRRIGATION PIPE,HEAD,FRACTURE,AGRICULTURE,FACE,AGRICULTURE MACHINERY/VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,5,Flying Object Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220874895,8/4/2016,"PIT,HEAD,STRUCK BY,AUTOMOTIVE REPAIR",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,5,Flying Object Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220851356,4/30/2016,"STRUCK BY,HEAD,SILO,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,1,Struck-by,5,Flying Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220941199,3/21/2017,"STRUCK BY,HEART,FALLING OBJECT,CHEST",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",5,Ribs,1,Struck-by,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220916563,12/21/2016,"CAUGHT IN,MACHINE GUARDING,STRUCK BY,FALL,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,1,Struck-by,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220900617,10/18/2016,"CAUGHT IN,CRUSHING,STRUCK BY,FALLING OBJECT,AMPUTATION,MATERIAL HANDLING",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,2,Arm,1,Struck-by,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220848733,4/28/2016,"CRUSHING,MATERIAL HANDLING,ROLL-OVER,MOTOR VEHICLE,HYDRAULIC LIFT,STRUCK BY,GARBAGE TRUCK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220843353,4/7/2016,"STRUCK BY,HEAD,POWERED INDUSTRIAL VEHICLE,MAINTENANCE,INDUSTRIAL TRUCK,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220779979,7/7/2015,"PINNED,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220951503,4/13/2017,"STRUCK BY,SKULL,FRACTURE,LACERATION,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220809560,11/9/2015,"PUMP,SCRAP METAL,CHEST,CRUSHED,CONSTRUCTION,DEMOLITION,CAUGHT BETWEEN,JACK,ROLL-OVER,FRACTURE",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",5,Ribs,2,Caught in or between,6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220791909,8/28/2015,"UNCONSCIOUSNESS,CONTUSION,LOST CONTROL,LOST BALANCE,HEAD,LADDER,FALL",H,Other building,1,1,A,"Under $50,000",A,New project or new addition,Fatal,3,"Bruising, Contusion",21,Shoulder,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,14
220868251,7/17/2016,"TOXIC ATMOSPHERE,LOCKOUT,ASPHYXIATED,CONFINED SPACE,NATURAL GAS",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,1640,0
220799456,9/23/2015,"ABDOMEN,DUST,EXPLOSION,COMBUSTIBLE DUST,BURN,DUST COLLECTOR,HAND",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,12,Hand,14,Other,7,Gas/Vapor/Mist/Fume/Smoke/Dust,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220952329,4/23/2017,"AMPUTATED,MATERIAL HANDLING,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220942981,3/23/2017,"SKIDDER,PINNED,PALLET,STRUCK BY,CAUGHT BETWEEN,MATERIAL HANDLING,POWERED INDUSTRIAL VEHICLE,FRACTURE,ANKLE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,16,Left Leg,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220932925,2/16/2017,"CONSTRUCTION,CRUSHED,FRONT END LOADER,RUN OVER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,12,Hand,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220931547,2/14/2017,"PANEL,FALLING OBJECT,HEAD,CRUSHED,PINNED,SKULL,TRUCK,CAUGHT BETWEEN,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220847107,4/19/2016,"CRANE,MATERIAL HANDLING",0, ,0, ,0, ,0, ,Fatal,7,Laceration,4,Whole Body,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220797849,9/18/2015,"POURING,MECH MAT HANDLING,FRACTURE,CONSTRUCTION,STRUCK BY,MIXER,NECK",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",20,Neck,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220789994,7/14/2015,"STRUCK BY,TORSO,RUN OVER,GARBAGE TRUCK",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",4,Whole Body,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220883904,9/8/2016,"STRUCK BY,EXCAVATOR,HEAD,MASONRY WALL,FRACTURE,EXCAVATION,DEMOLITION",H,Other building,2,2,B,"$50,000 to $250,000",D,Demolition,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,26
220942130,3/23/2017,"ACCESS/EGRESS,LOCKOUT/TAGOUT,LACERATION,LEG,MACHINE GUARDING,CONFINED SPACE,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",18,Lower Leg,2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220973184,3/16/2017,"PRESS,AMPUTATION,MACHINE GUARDING,LOCKOUT/TAGOUT,CRUSHING,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220922660,1/18/2017,"CAUGHT IN,FINGER,LACERATION,POWERED INDUSTRIAL VEHICLE,GUARDRAIL,CHAIN",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220891808,9/30/2016,"CAUGHT IN,HEAD,CAUGHT BETWEEN,CRUSHING,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220859540,5/20/2016,"CAUGHT IN,CRUSHING,AERIAL LIFT,ELEVATED WORK PLATFORM",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220850705,5/6/2016,"CRUSHING,ASPHYXIATED,LOCKOUT/TAGOUT,SAW",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220928691,2/1/2017,"PIPE,CAUGHT BETWEEN,FALLING OBJECT,FRACTURE,RESIDENTIAL CONSTRUCTION,RIGGING,HAND,HOIST,CRUSHED,STRUCK BY",B,Multi-family dwelling,10,10,0, ,A,New project or new addition,Nonfatal,7,Laceration,12,Hand,2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220946412,4/11/2017,"TOE,RUN OVER,RESIDENTIAL CONSTRUCTION,AMPUTATION,FOOT,EXCAVATION,CONSTRUCTION VEHICLE,CONSTRUCTION,BULLDOZER,CRUSHED",B,Multi-family dwelling,0, ,D,"$500,000 to $1,000,000",A,New project or new addition,Nonfatal,1,"Amputation, Crushing",11,Feet,2,Caught in or between,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,5
220976054,2/24/2017,"PPE,STEPLADDER,LOST BALANCE,LADDER,FRACTURE,FALL,BACK,UNEVEN GROUND",0, ,0, ,0, ,0, ,Nonfatal,9,Dislocation,31,Heart,5,Fall (from elevation),8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220865760,6/28/2016,"CONVEYOR,FALL,FLOOR OPENING,GRAIN ELEVATOR,MACHINE GUARDING,HYDRAULIC LIFT,ELEVATED WORK PLATFORM",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220950133,4/18/2017,"RIB,ELEVATED WORK PLATFORM,SEAT BELT,FALL,FRACTURE,LOGGING,AGRICULTURE MACHINERY/VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,20,Fall/strike,24,Wrist,5,Fall (from elevation),8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220894729,9/30/2016,"STRUCK AGAINST,LOADER,FARM MACHINERY,AGRICULTURE MACHINERY/VEHICLE",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,6,Struck against,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220960942,1/21/2017,BACK,0, ,0, ,0, ,0, ,Nonfatal,20,Fall/strike,3,Back,11,Rep. Motion/pressure,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220938542,3/10/2017,"ELECTRICAL,LOCKOUT/TAGOUT,FALL",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,5,Ribs,13,Shock,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220938922,3/10/2017,"CRANE,ELECTRICAL,FALL,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,5,Ribs,13,Shock,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220881684,8/29/2016,"ELECTRICAL,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,4,Whole Body,13,Shock,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220790489,8/20/2015,"ELECTRICAL,ELECTROCUTED,OVERHEAD POWER LINE,POWER LINES,MATERIAL HANDLING,FLATBED TRUCK",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,4,Whole Body,13,Shock,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220950695,4/22/2017,"ACCIDENTAL DISCHARGE,AIR PRESSURE,PRESSURE PIPING,HEAT",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,2,Arm,14,Other,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220872717,7/27/2016,"CRUSHED,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",19,Internal Injuries,14,Other,8,Materials Handling Equip./Method,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220819072,11/19/2015,"RESPIRATORY,EXCAVATION,DIESEL TRUCK,DIESEL FUEL TANK,CHEMICAL,CARDIAC ARREST,CHEMICAL VAPOR,CONSTRUCTION,CHEST,TOXIC FUMES",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,12,Card-vascular/resp. fail.,9,Chemical Action/Reaction Expos,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220942783,3/21/2017,"STRUCK BY,BOILER,BURN,FALLING OBJECT,LOCKOUT/TAGOUT,HOPPER,HEAT,CONFINED SPACE",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,16,Left Leg,1,Struck-by,10,Flammable Liquid/Solid Exposure,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220953889,4/17/2017,"TORSO,LEG,LOCKOUT/TAGOUT,BURN,FLAMMABLE VAPORS",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,16,Left Leg,14,Other,10,Flammable Liquid/Solid Exposure,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220792428,8/13/2015,"CAUGHT IN,CONVEYOR BELT,ACCIDENTAL DISCHARGE,STRUCK AGAINST,ROTATING PARTS,LOCKOUT/TAGOUT,HEAD",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,2,Caught in or between,11,Temperature +/- Tolerance Lev.,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220864995,4/25/2016,"CARDIAC ARREST,HEAT,MATERIAL HANDLING,MANUAL MAT HANDLING,HEAT EXHAUSTION,CONSTRUCTION",0, ,1,1,0, ,A,New project or new addition,Fatal,15,Heat Exhaustion,19,Internal Injuries,14,Other,11,Temperature +/- Tolerance Lev.,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,23
220907992,11/22/2016,"CRUSHING,STRUCK BY,RUN OVER,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Fatal,7,Laceration,21,Shoulder,1,Struck-by,13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220824585,1/19/2016,"STRUCK BY,MATERIAL HANDLING,POWERED INDUSTRIAL VEHICLE,HEAD",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220838916,3/23/2016,"STRUCTURAL COLLAPSE,ROOF COLLAPSE,ROOF,COLLAPSE,STRUCK BY",C,Commercial building,1,1,0, ,D,Demolition,Fatal,3,"Bruising, Contusion",4,Whole Body,1,Struck-by,13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220843502,4/9/2016,"PINNED,FALLING OBJECT,HIGHWAY,MASONRY WALL,CONSTRUCTION,TRENCH,CRUSHING,COLLAPSE",I,"Highway, road, street",0, ,D,"$500,000 to $1,000,000",B,Alteration or rehabilitation,Fatal,2,"Asphyxiation, Drowning",19,Internal Injuries,2,Caught in or between,13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,29
220941363,3/13/2017,"SKULL,FALL,TRAILER",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0
220944359,3/13/2017,"ARM,LEG,FALL,LADDER,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,6,Head Trauma,13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220932008,2/6/2017,"RIB,VERTEBRA,FALL,FRACTURE,ELEVATED WORK PLATFORM,STRUCK AGAINST",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",5,Ribs,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220927255,1/30/2017,"ANKLE,DUMPSTER,FRACTURE,FALL",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",18,Lower Leg,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0
220893358,10/5/2016,"FALL,RESIDENTIAL CONSTRUCTION,LADDER",A,Single family or duplex dwelling,3,3,0, ,B,Alteration or rehabilitation,Fatal,9,Dislocation,20,Neck,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,14
